,userID,timestamp
305,1070486054,2019-04-16 05:53:00
193,6838704557,2019-04-16 05:54:00
191,1345893900,2019-04-16 05:54:00
300,1848314837,2019-04-16 05:54:00
299,6108080784,2019-04-16 05:55:00
190,ciyiou,2019-04-16 05:56:00
188,5239481947,2019-04-16 05:56:00
189,3305706460,2019-04-16 05:56:00
298,2811348755,2019-04-16 05:58:00
187,348056876,2019-04-16 05:58:00
296,6128921002,2019-04-16 05:59:00
297,6811285345,2019-04-16 05:59:00
186,6979078557,2019-04-16 06:00:00
295,1747229200,2019-04-16 06:00:00
294,5229381553,2019-04-16 06:00:00
185,6366177429,2019-04-16 06:01:00
184,5600226003,2019-04-16 06:01:00
182,chuangulouchina,2019-04-16 06:02:00
183,3896526813,2019-04-16 06:02:00
293,5829846245,2019-04-16 06:03:00
291,3483973545,2019-04-16 06:04:00
292,1010271364,2019-04-16 06:04:00
181,zjc747,2019-04-16 06:04:00
290,5731658235,2019-04-16 06:05:00
180,1907886412,2019-04-16 06:06:00
289,6033697805,2019-04-16 06:07:00
179,1963526925,2019-04-16 06:07:00
288,536645624,2019-04-16 06:07:00
178,5872849301,2019-04-16 06:08:00
287,5966084160,2019-04-16 06:08:00
174,2588680057,2019-04-16 06:09:00
286,ksantiquetools,2019-04-16 06:09:00
176,3177274022,2019-04-16 06:09:00
175,chelseabc,2019-04-16 06:09:00
285,5609900363,2019-04-16 06:10:00
173,2422945987,2019-04-16 06:10:00
172,3018667267,2019-04-16 06:11:00
284,5108764829,2019-04-16 06:11:00
283,1831641710,2019-04-16 06:12:00
282,5768111442,2019-04-16 06:13:00
281,1749782245,2019-04-16 06:13:00
171,3022003610,2019-04-16 06:13:00
168,5709467120,2019-04-16 06:14:00
280,2970723184,2019-04-16 06:14:00
169,dapentizk,2019-04-16 06:14:00
170,1805285092,2019-04-16 06:14:00
279,mike7384,2019-04-16 06:15:00
278,5997081649,2019-04-16 06:15:00
277,3206456584,2019-04-16 06:16:00
273,2977376080,2019-04-16 06:17:00
275,5576426656,2019-04-16 06:17:00
167,zhiqimomo,2019-04-16 06:17:00
274,2800881160,2019-04-16 06:17:00
166,2509897762,2019-04-16 06:18:00
271,kewt8899,2019-04-16 06:18:00
270,mengqifeidedifang,2019-04-16 06:18:00
272,1220554490,2019-04-16 06:18:00
165,3632015112,2019-04-16 06:19:00
163,1905563444,2019-04-16 06:19:00
164,178780790,2019-04-16 06:19:00
268,2784871575,2019-04-16 06:20:00
269,gritbibi,2019-04-16 06:20:00
267,2210724485,2019-04-16 06:21:00
266,5861122460,2019-04-16 06:22:00
161,gaoming0608,2019-04-16 06:23:00
264,2000392553,2019-04-16 06:23:00
162,2636786801,2019-04-16 06:23:00
265,5482329899,2019-04-16 06:23:00
158,sunwenbin,2019-04-16 06:24:00
160,1827613541,2019-04-16 06:24:00
263,3951295426,2019-04-16 06:24:00
157,208016169,2019-04-16 06:24:00
262,6753144153,2019-04-16 06:24:00
159,qingzhouni,2019-04-16 06:24:00
156,6493650299,2019-04-16 06:25:00
155,7037671442,2019-04-16 06:26:00
261,5249856513,2019-04-16 06:26:00
259,baiding2010,2019-04-16 06:27:00
258,1044912400,2019-04-16 06:27:00
260,2039193245,2019-04-16 06:27:00
257,6473127667,2019-04-16 06:29:00
256,1789342964,2019-04-16 06:29:00
254,1742564170,2019-04-16 06:30:00
255,6655340937,2019-04-16 06:30:00
154,6654380997,2019-04-16 06:31:00
252,2812247842,2019-04-16 06:31:00
253,5992461306,2019-04-16 06:31:00
251,2730796400,2019-04-16 06:32:00
250,1163152391,2019-04-16 06:32:00
153,guojiuling,2019-04-16 06:32:00
249,2519576640,2019-04-16 06:33:00
152,5551301586,2019-04-16 06:33:00
151,1961295244,2019-04-16 06:34:00
150,2092830615,2019-04-16 06:34:00
148,5931352022,2019-04-16 06:35:00
248,5997284054,2019-04-16 06:35:00
149,2398172277,2019-04-16 06:35:00
243,toadyq,2019-04-16 06:37:00
245,taohuazhuren,2019-04-16 06:37:00
247,528617012,2019-04-16 06:37:00
246,sweetchain,2019-04-16 06:37:00
244,2906521192,2019-04-16 06:37:00
147,2063230111,2019-04-16 06:37:00
242,6374290938,2019-04-16 06:38:00
146,5086808516,2019-04-16 06:38:00
241,3029372367,2019-04-16 06:39:00
239,6934512925,2019-04-16 06:39:00
238,2425288154,2019-04-16 06:39:00
144,song2332,2019-04-16 06:39:00
240,xianyudoge,2019-04-16 06:39:00
145,2482238471,2019-04-16 06:39:00
143,3493328105,2019-04-16 06:40:00
237,3815453255,2019-04-16 06:40:00
236,5896536271,2019-04-16 06:41:00
142,zibolvyou,2019-04-16 06:41:00
235,5494987746,2019-04-16 06:42:00
141,tiffanee,2019-04-16 06:42:00
234,3046158413,2019-04-16 06:42:00
233,6399399641,2019-04-16 06:43:00
140,3454089482,2019-04-16 06:43:00
138,6418913039,2019-04-16 06:43:00
139,6268264623,2019-04-16 06:43:00
137,3060233981,2019-04-16 06:44:00
136,6028670625,2019-04-16 06:45:00
134,vilala77,2019-04-16 06:45:00
135,3742518882,2019-04-16 06:45:00
133,2501401807,2019-04-16 06:46:00
132,1381815982,2019-04-16 06:48:00
232,5317972266,2019-04-16 06:48:00
131,6995150669,2019-04-16 06:49:00
129,2070642352,2019-04-16 06:50:00
231,5870056697,2019-04-16 06:50:00
130,3927355707,2019-04-16 06:50:00
230,2343674205,2019-04-16 06:51:00
128,2901661310,2019-04-16 06:51:00
127,5603255110,2019-04-16 06:52:00
229,2681355765,2019-04-16 06:53:00
126,3863846863,2019-04-16 06:54:00
228,6993965605,2019-04-16 06:54:00
125,woaimeizu0927,2019-04-16 06:55:00
124,6450034791,2019-04-16 06:56:00
122,6462603836,2019-04-16 06:57:00
123,5696638169,2019-04-16 06:57:00
121,5255003368,2019-04-16 06:58:00
226,5805398693,2019-04-16 06:59:00
120,2134384082,2019-04-16 06:59:00
227,5292023263,2019-04-16 06:59:00
119,2954962401,2019-04-16 07:01:00
118,way0out,2019-04-16 07:02:00
117,1349022885,2019-04-16 07:02:00
225,coneyowl,2019-04-16 07:04:00
680,newoutlook,2019-04-16 07:04:00
115,2031542835,2019-04-16 07:05:00
224,3204378361,2019-04-16 07:05:00
116,5362905707,2019-04-16 07:05:00
223,1171199451,2019-04-16 07:06:00
114,6301587041,2019-04-16 07:06:00
113,6436509654,2019-04-16 07:09:00
111,3517358281,2019-04-16 07:10:00
112,2693492405,2019-04-16 07:10:00
110,5300660386,2019-04-16 07:11:00
221,shinelamprouge,2019-04-16 07:11:00
222,6022534161,2019-04-16 07:11:00
664,cankaoxiaoxi,2019-04-16 07:11:00
108,2750248264,2019-04-16 07:12:00
109,208181786,2019-04-16 07:12:00
107,6722102546,2019-04-16 07:13:00
106,3708702251,2019-04-16 07:15:00
220,2619309773,2019-04-16 07:16:00
218,2250462760,2019-04-16 07:17:00
219,6578250807,2019-04-16 07:17:00
105,yangdong1987,2019-04-16 07:18:00
216,2667382291,2019-04-16 07:18:00
563,1857414070,2019-04-16 07:18:00
217,6435326511,2019-04-16 07:18:00
215,5542557023,2019-04-16 07:18:00
192,1103282255,2019-04-16 07:20:00
214,6297913045,2019-04-16 07:20:00
213,1855277525,2019-04-16 07:22:00
212,lordsauron,2019-04-16 07:22:00
104,1062622293,2019-04-16 07:22:00
102,82719929,2019-04-16 07:23:00
190,1928177570,2019-04-16 07:23:00
189,1840284852,2019-04-16 07:23:00
103,1800311250,2019-04-16 07:23:00
191,5736996866,2019-04-16 07:23:00
210,6389273996,2019-04-16 07:24:00
186,1465956185,2019-04-16 07:24:00
188,1703418003,2019-04-16 07:24:00
211,6068829286,2019-04-16 07:24:00
101,janelam0314,2019-04-16 07:24:00
187,2278945181,2019-04-16 07:24:00
100,laoyuzhijia,2019-04-16 07:25:00
185,234472058,2019-04-16 07:25:00
99,3204020185,2019-04-16 07:26:00
184,aliceyanbinglun,2019-04-16 07:26:00
209,5994772417,2019-04-16 07:26:00
182,6083412404,2019-04-16 07:27:00
208,6195017428,2019-04-16 07:27:00
98,3859183234,2019-04-16 07:27:00
183,jacquelineshen,2019-04-16 07:27:00
180,2648988772,2019-04-16 07:28:00
181,5067679680,2019-04-16 07:28:00
97,2815630907,2019-04-16 07:28:00
179,5091136052,2019-04-16 07:28:00
206,6855596177,2019-04-16 07:29:00
178,mjbaby1,2019-04-16 07:29:00
207,cmaowang,2019-04-16 07:29:00
177,nanonohakase,2019-04-16 07:30:00
176,wendymaomao1985,2019-04-16 07:30:00
174,2264183844,2019-04-16 07:30:00
175,1244255007,2019-04-16 07:30:00
173,1852153494,2019-04-16 07:31:00
205,1800328173,2019-04-16 07:31:00
96,hyy0822,2019-04-16 07:31:00
172,5888030681,2019-04-16 07:32:00
171,5041230208,2019-04-16 07:32:00
204,3095618097,2019-04-16 07:33:00
170,leehyukzoe,2019-04-16 07:34:00
203,1274677282,2019-04-16 07:34:00
169,2334829201,2019-04-16 07:34:00
168,6931914055,2019-04-16 07:34:00
167,1736419091,2019-04-16 07:34:00
94,nh0935,2019-04-16 07:35:00
202,3604364712,2019-04-16 07:35:00
166,6831374262,2019-04-16 07:35:00
164,1863978210,2019-04-16 07:35:00
165,1864204782,2019-04-16 07:35:00
95,2098972567,2019-04-16 07:35:00
93,6890235009,2019-04-16 07:36:00
162,1588974963,2019-04-16 07:36:00
163,xsl1214,2019-04-16 07:36:00
161,2810706603,2019-04-16 07:37:00
159,1011862925,2019-04-16 07:38:00
160,foreverpatronum,2019-04-16 07:38:00
200,5601784498,2019-04-16 07:39:00
158,6330482451,2019-04-16 07:39:00
157,2646002530,2019-04-16 07:40:00
196,1858003432,2019-04-16 07:40:00
197,5648175785,2019-04-16 07:40:00
198,6216610427,2019-04-16 07:40:00
195,5731300074,2019-04-16 07:40:00
0,xiaomaitian2012,2019-04-16 07:40:00
199,takuya7tomoya,2019-04-16 07:40:00
155,liubentao1031857344,2019-04-16 07:40:00
194,6041222130,2019-04-16 07:40:00
190,ZHChineseNews,2019-04-16 07:41:00
191,2898663881,2019-04-16 07:41:00
192,2335266207,2019-04-16 07:41:00
193,1783842092,2019-04-16 07:41:00
154,2467535421,2019-04-16 07:41:00
189,2175768832,2019-04-16 07:41:00
153,2858698541,2019-04-16 07:42:00
188,1768706202,2019-04-16 07:42:00
152,2485885371,2019-04-16 07:42:00
185,1734065231,2019-04-16 07:42:00
186,6109890496,2019-04-16 07:42:00
187,6135434874,2019-04-16 07:42:00
92,7047159987,2019-04-16 07:42:00
151,1703592244,2019-04-16 07:43:00
150,6862355191,2019-04-16 07:43:00
149,xsd555kst,2019-04-16 07:43:00
182,6753462784,2019-04-16 07:43:00
184,5845764888,2019-04-16 07:43:00
183,2979305181,2019-04-16 07:43:00
181,2268970087,2019-04-16 07:44:00
148,1918780557,2019-04-16 07:44:00
180,iamachild,2019-04-16 07:44:00
147,1815778907,2019-04-16 07:44:00
146,1995256687,2019-04-16 07:44:00
179,6527936063,2019-04-16 07:44:00
177,cuit123456,2019-04-16 07:45:00
178,6619197460,2019-04-16 07:45:00
176,319218887,2019-04-16 07:45:00
174,2733442711,2019-04-16 07:45:00
175,5175407375,2019-04-16 07:45:00
143,zhk5170,2019-04-16 07:46:00
172,1796088513,2019-04-16 07:46:00
91,ergeliang,2019-04-16 07:46:00
90,6506908938,2019-04-16 07:46:00
173,1715691627,2019-04-16 07:46:00
171,2034168043,2019-04-16 07:46:00
170,2299018267,2019-04-16 07:46:00
145,5062200193,2019-04-16 07:46:00
144,2709326937,2019-04-16 07:46:00
142,imwuhaha,2019-04-16 07:47:00
141,liu31445810,2019-04-16 07:47:00
89,2297786735,2019-04-16 07:47:00
169,6062311616,2019-04-16 07:47:00
168,5717467323,2019-04-16 07:47:00
165,5744362826,2019-04-16 07:48:00
138,3814006672,2019-04-16 07:48:00
167,3566162851,2019-04-16 07:48:00
166,xiaofeng1999,2019-04-16 07:48:00
139,6678385598,2019-04-16 07:48:00
140,5736955099,2019-04-16 07:48:00
137,5476801664,2019-04-16 07:48:00
162,1887344190,2019-04-16 07:49:00
88,2699872942,2019-04-16 07:49:00
163,kimutaku19721113,2019-04-16 07:49:00
161,2305963035,2019-04-16 07:49:00
136,2153537570,2019-04-16 07:49:00
160,6173022141,2019-04-16 07:49:00
164,3032788735,2019-04-16 07:49:00
159,5345875245,2019-04-16 07:50:00
87,2622559627,2019-04-16 07:50:00
156,5851620098,2019-04-16 07:51:00
135,1969012533,2019-04-16 07:51:00
0,579769900,2019-04-16 07:51:00
157,3190158450,2019-04-16 07:51:00
134,2369184187,2019-04-16 07:51:00
158,5693299849,2019-04-16 07:51:00
84,1229236953,2019-04-16 07:52:00
133,naiadmia,2019-04-16 07:52:00
132,2549322011,2019-04-16 07:52:00
85,ahfyxg,2019-04-16 07:52:00
155,3558694595,2019-04-16 07:52:00
131,6055576341,2019-04-16 07:53:00
152,shota1919,2019-04-16 07:53:00
153,3317669394,2019-04-16 07:53:00
154,3130620683,2019-04-16 07:53:00
83,6269100887,2019-04-16 07:53:00
130,5559110820,2019-04-16 07:54:00
149,5834261001,2019-04-16 07:54:00
147,6607530345,2019-04-16 07:54:00
148,2641753017,2019-04-16 07:54:00
82,2084629581,2019-04-16 07:54:00
151,3568926102,2019-04-16 07:54:00
150,5636774129,2019-04-16 07:54:00
79,3294666494,2019-04-16 07:55:00
146,latreve1986,2019-04-16 07:55:00
78,YaojingQIAN,2019-04-16 07:55:00
77,cuckon,2019-04-16 07:55:00
80,5982887698,2019-04-16 07:55:00
129,2488516263,2019-04-16 07:55:00
81,cherryflyaxi,2019-04-16 07:55:00
128,1880807695,2019-04-16 07:56:00
76,1830265555,2019-04-16 07:56:00
144,6218463763,2019-04-16 07:56:00
145,3870329712,2019-04-16 07:56:00
127,2632589660,2019-04-16 07:56:00
75,shirley1022,2019-04-16 07:57:00
142,6860826916,2019-04-16 07:57:00
125,3305433337,2019-04-16 07:57:00
143,5020998306,2019-04-16 07:57:00
124,523512358,2019-04-16 07:57:00
126,3277365643,2019-04-16 07:57:00
74,kmysunshine,2019-04-16 07:58:00
141,2812969717,2019-04-16 07:58:00
140,5597443511,2019-04-16 07:58:00
73,1355736943,2019-04-16 07:58:00
122,2607521825,2019-04-16 07:59:00
123,6739606775,2019-04-16 07:59:00
138,6480966898,2019-04-16 07:59:00
139,6997803239,2019-04-16 07:59:00
121,3284874463,2019-04-16 08:00:00
72,5174418940,2019-04-16 08:00:00
71,3287777091,2019-04-16 08:00:00
120,1926026135,2019-04-16 08:00:00
69,5682318035,2019-04-16 08:01:00
137,xuanyuanjue,2019-04-16 08:01:00
573,1854743504,2019-04-16 08:01:00
136,bocalisana,2019-04-16 08:01:00
70,1177392914,2019-04-16 08:01:00
115,1339760247,2019-04-16 08:02:00
68,6302105872,2019-04-16 08:02:00
117,1939324830,2019-04-16 08:02:00
119,5629917408,2019-04-16 08:02:00
116,sisijiang423,2019-04-16 08:02:00
135,6529521393,2019-04-16 08:02:00
118,5839237942,2019-04-16 08:02:00
113,l0904,2019-04-16 08:03:00
134,scjjrb,2019-04-16 08:03:00
133,5249969146,2019-04-16 08:03:00
114,xiongxiong0417,2019-04-16 08:03:00
67,1408207475,2019-04-16 08:03:00
112,5886015466,2019-04-16 08:05:00
111,6481248028,2019-04-16 08:05:00
109,2237680312,2019-04-16 08:06:00
108,6544190516,2019-04-16 08:06:00
110,1918196251,2019-04-16 08:06:00
132,6338493860,2019-04-16 08:07:00
105,1827180977,2019-04-16 08:07:00
106,1663700590,2019-04-16 08:07:00
131,5110553689,2019-04-16 08:07:00
107,1717778064,2019-04-16 08:07:00
66,3802919156,2019-04-16 08:07:00
65,1347713842,2019-04-16 08:08:00
127,5650133128,2019-04-16 08:08:00
128,6012148390,2019-04-16 08:08:00
130,6414771928,2019-04-16 08:08:00
129,5636003992,2019-04-16 08:08:00
103,5531064749,2019-04-16 08:09:00
104,2093307251,2019-04-16 08:09:00
102,2719789863,2019-04-16 08:10:00
125,nuanxiyym,2019-04-16 08:10:00
126,1586017350,2019-04-16 08:10:00
101,2765824104,2019-04-16 08:10:00
99,5761230030,2019-04-16 08:11:00
124,6435491456,2019-04-16 08:11:00
100,6614918543,2019-04-16 08:11:00
98,5631154538,2019-04-16 08:12:00
122,5829902472,2019-04-16 08:12:00
123,6230596333,2019-04-16 08:12:00
97,2963691837,2019-04-16 08:13:00
121,5838503570,2019-04-16 08:13:00
96,3595668551,2019-04-16 08:14:00
64,1061724595,2019-04-16 08:14:00
95,2980756381,2019-04-16 08:14:00
63,2684766593,2019-04-16 08:14:00
120,2805824211,2019-04-16 08:14:00
92,5872421665,2019-04-16 08:15:00
94,378944671,2019-04-16 08:15:00
93,3225549790,2019-04-16 08:15:00
118,5727505390,2019-04-16 08:15:00
91,sira107,2019-04-16 08:16:00
62,5501395120,2019-04-16 08:16:00
117,3213452653,2019-04-16 08:16:00
90,1900689735,2019-04-16 08:17:00
89,5195373780,2019-04-16 08:17:00
88,evech,2019-04-16 08:18:00
116,quanyu727,2019-04-16 08:18:00
115,2365530057,2019-04-16 08:18:00
114,eaglezeno,2019-04-16 08:18:00
87,sevenhanqiqi,2019-04-16 08:19:00
113,jimaq,2019-04-16 08:19:00
84,2429375765,2019-04-16 08:20:00
86,3891828088,2019-04-16 08:20:00
112,2166945830,2019-04-16 08:20:00
85,3805535654,2019-04-16 08:20:00
111,6048522055,2019-04-16 08:20:00
83,1731821934,2019-04-16 08:20:00
61,6378156835,2019-04-16 08:21:00
81,2427637284,2019-04-16 08:21:00
80,5596310142,2019-04-16 08:21:00
60,njwxr,2019-04-16 08:21:00
79,6445903665,2019-04-16 08:21:00
82,6457468321,2019-04-16 08:21:00
110,5398377072,2019-04-16 08:22:00
78,1868716760,2019-04-16 08:22:00
77,3023975087,2019-04-16 08:22:00
75,5243795456,2019-04-16 08:23:00
76,5103341383,2019-04-16 08:23:00
109,3537088975,2019-04-16 08:23:00
108,ctgujixie,2019-04-16 08:23:00
105,1409826284,2019-04-16 08:24:00
107,1133681301,2019-04-16 08:24:00
59,5554194148,2019-04-16 08:24:00
106,xiaweitong,2019-04-16 08:24:00
104,6451533564,2019-04-16 08:24:00
58,ypinkyyy,2019-04-16 08:24:00
73,3614168842,2019-04-16 08:24:00
74,1715699675,2019-04-16 08:24:00
72,6499690439,2019-04-16 08:25:00
103,5079452176,2019-04-16 08:25:00
102,5692706399,2019-04-16 08:26:00
71,ysxmj,2019-04-16 08:26:00
57,6581976960,2019-04-16 08:26:00
68,5179661075,2019-04-16 08:27:00
69,6358072569,2019-04-16 08:27:00
70,1292499637,2019-04-16 08:27:00
56,6880659612,2019-04-16 08:28:00
100,liamchan,2019-04-16 08:28:00
101,5723981683,2019-04-16 08:28:00
67,1411054154,2019-04-16 08:29:00
65,5903213423,2019-04-16 08:29:00
66,6122997418,2019-04-16 08:29:00
55,5237389211,2019-04-16 08:29:00
54,1076948003,2019-04-16 08:30:00
64,6860596955,2019-04-16 08:31:00
63,momowen123,2019-04-16 08:31:00
53,3454840680,2019-04-16 08:32:00
61,haruhilong,2019-04-16 08:32:00
62,63363398o,2019-04-16 08:32:00
51,326101066,2019-04-16 08:33:00
60,1799283930,2019-04-16 08:33:00
52,3214582322,2019-04-16 08:33:00
59,2184210407,2019-04-16 08:33:00
58,5088480859,2019-04-16 08:35:00
57,5784310984,2019-04-16 08:35:00
99,gangstame,2019-04-16 08:36:00
50,5158793117,2019-04-16 08:36:00
55,6366270064,2019-04-16 08:36:00
56,2264141563,2019-04-16 08:36:00
54,1919216052,2019-04-16 08:37:00
723,sxzf,2019-04-16 08:37:00
53,zhonghang0591,2019-04-16 08:38:00
98,6606757385,2019-04-16 08:39:00
49,5985538937,2019-04-16 08:39:00
51,6466672966,2019-04-16 08:41:00
50,2133858631,2019-04-16 08:41:00
97,3915445552,2019-04-16 08:41:00
96,5344901295,2019-04-16 08:41:00
48,2735579413,2019-04-16 08:42:00
49,3483899577,2019-04-16 08:42:00
47,60692726,2019-04-16 08:46:00
46,2982324941,2019-04-16 08:47:00
48,2348391040,2019-04-16 08:47:00
95,529550197,2019-04-16 08:48:00
45,1763094262,2019-04-16 08:49:00
94,5513623637,2019-04-16 08:49:00
44,512567177,2019-04-16 08:51:00
42,2787416970,2019-04-16 08:52:00
47,1420406337,2019-04-16 08:52:00
93,5798102364,2019-04-16 08:52:00
43,6462096820,2019-04-16 08:52:00
92,2450368713,2019-04-16 08:52:00
41,3832159965,2019-04-16 08:54:00
40,6028415117,2019-04-16 08:55:00
90,1982462360,2019-04-16 08:56:00
46,3487408955,2019-04-16 08:56:00
91,6519800450,2019-04-16 08:56:00
89,2682485085,2019-04-16 08:56:00
88,2644357314,2019-04-16 08:57:00
833,610fbi,2019-04-16 08:57:00
86,5505122672,2019-04-16 08:58:00
87,3144949494,2019-04-16 08:58:00
39,2037016417,2019-04-16 08:58:00
85,5262281731,2019-04-16 08:58:00
45,1838222324,2019-04-16 08:59:00
36,3027992453,2019-04-16 08:59:00
44,1791472945,2019-04-16 09:00:00
38,3568369191,2019-04-16 09:00:00
37,3800695652,2019-04-16 09:01:00
35,6452550871,2019-04-16 09:02:00
36,206598988,2019-04-16 09:02:00
35,3125689147,2019-04-16 09:03:00
188,1635696215,2019-04-16 09:05:00
205,2425008650,2019-04-16 09:05:00
191,1962317403,2019-04-16 09:05:00
192,2006164297,2019-04-16 09:05:00
190,2702329630,2019-04-16 09:05:00
189,5766436471,2019-04-16 09:05:00
186,6357535608,2019-04-16 09:06:00
187,xuqing0529,2019-04-16 09:06:00
34,2280193635,2019-04-16 09:06:00
43,1921753700,2019-04-16 09:06:00
183,3272769720,2019-04-16 09:07:00
84,5112455853,2019-04-16 09:07:00
180,trexo,2019-04-16 09:07:00
181,5284493405,2019-04-16 09:07:00
182,6474042375,2019-04-16 09:07:00
185,5036416962,2019-04-16 09:07:00
42,2042996477,2019-04-16 09:07:00
184,5241087726,2019-04-16 09:07:00
33,1761934444,2019-04-16 09:07:00
178,6660506031,2019-04-16 09:08:00
174,5254125342,2019-04-16 09:08:00
176,pandaaaaaaaaa,2019-04-16 09:08:00
175,3526776075,2019-04-16 09:08:00
179,336866612,2019-04-16 09:08:00
83,1220106833,2019-04-16 09:08:00
82,6364945222,2019-04-16 09:08:00
177,323292969,2019-04-16 09:08:00
172,flash1224,2019-04-16 09:09:00
32,1418558865,2019-04-16 09:09:00
173,1868353234,2019-04-16 09:09:00
41,2720367404,2019-04-16 09:10:00
171,mtx520,2019-04-16 09:10:00
34,cangtoushi,2019-04-16 09:10:00
80,2597014450,2019-04-16 09:10:00
81,1949647815,2019-04-16 09:10:00
31,2791804074,2019-04-16 09:10:00
169,2689705703,2019-04-16 09:11:00
39,5093358923,2019-04-16 09:11:00
